,PLAYER_NAME,TEAM_NAME,POSITION,HEIGHT,WEIGHT,COUNTRY,BIRTHDATE,SEASON_EXP,DRAFT_NUMBER,GP,MIN,PTS,REB,AST,STL,BLK,SALARY,AGE
202355.0,Hassan Whiteside,Jazz,Center,213.36,120.2,USA,1989-06-13,11,33,511,24.7,12.6,10.8,0.6,0.5,2.2,2401537,"32 years, 10 months, 15 days"
1630580.0,Joe Wieskamp,Spurs,Guard,201.17,92.99,USA,1999-08-23,0,41,29,7.1,2.1,0.5,0.3,0.1,0.1,202068,"22 years, 8 months, 3 days"
1630598.0,Aaron Wiggins,Thunder,Guard,195.07,86.18,USA,1999-01-02,0,55,50,24.2,8.3,3.6,1.4,0.6,0.2,1000000,"23 years, 3 months, 23 days"
203952.0,Andrew Wiggins,Warriors,Forward,204.22,89.36,Canada,1995-02-23,7,1,598,35.0,19.3,4.4,2.3,1.0,0.7,31579390,"27 years, 2 months, 3 days"
1630314.0,Brandon Williams,Trail Blazers,Guard,188.98,86.18,USA,1999-11-22,0,Undrafted,24,26.7,12.9,3.1,3.9,1.0,0.4,0,"22 years, 5 months, 3 days"
1629684.0,Grant Williams,Celtics,Forward,201.17,107.05,USA,1998-11-30,2,22,209,19.4,5.4,3.0,1.0,0.5,0.6,2617800,"23 years, 4 months, 25 days"
1629026.0,Kenrich Williams,Thunder,Guard,201.17,95.25,USA,1994-12-02,3,Undrafted,200,22.0,6.5,4.5,2.0,0.9,0.3,2000000,"27 years, 4 months, 24 days"
101150.0,Lou Williams,Hawks,Guard,188.98,79.38,USA,1986-10-27,16,45,1123,24.1,13.9,2.2,3.4,0.8,0.2,5000000,"35 years, 6 months, 2 days"
1630172.0,Patrick Williams,Bulls,Forward,204.22,97.52,USA,2001-08-26,1,4,88,27.3,9.2,4.5,1.3,0.8,0.6,7422000,"20 years, 7 months, 29 days"
1630533.0,Ziaire Williams,Grizzlies,Forward,210.31,83.91,USA,2001-09-12,0,10,62,21.7,8.1,2.1,1.0,0.6,0.2,4373160,"20 years, 7 months, 12 days"
1629057.0,Robert Williams,Celtics,Center,210.31,107.5,USA,1997-10-17,3,27,174,19.9,7.2,6.6,1.4,0.7,1.7,3661976,"24 years, 6 months, 9 days"
1629627.0,Zion Williamson,Pelicans,Forward,201.17,128.82,USA,2000-07-06,2,1,85,31.7,25.7,7.0,3.2,0.9,0.6,10733400,"21 years, 9 months, 19 days"
1629685.0,Dylan Windler,Cavaliers,Guard,201.17,88.9,USA,1996-09-22,2,26,81,12.0,3.3,2.4,0.8,0.4,0.2,2239200,"25 years, 7 months, 4 days"
1626159.0,Justise Winslow,Trail Blazers,Forward,201.17,100.7,USA,1996-03-26,6,10,315,25.8,8.4,5.1,2.5,0.9,0.4,3902439,"26 years, 1 months, 1 days"
1630164.0,James Wiseman,Warriors,Center,213.36,108.86,USA,2001-03-31,1,2,39,21.4,11.5,5.8,0.7,0.3,0.9,9166800,"21 years, 0 months, 25 days"
1626174.0,Christian Wood,Rockets,Forward,210.31,97.07,USA,1995-09-27,6,Undrafted,222,23.6,14.2,7.3,1.3,0.6,0.9,13666667,"26 years, 7 months, 0 days"
1630218.0,Robert Woodard,Spurs,Forward,201.17,106.59,USA,1999-09-22,1,40,25,3.5,1.1,1.1,0.2,0.0,0.2,1517981,"22 years, 7 months, 4 days"
1626153.0,Delon Wright,Hawks,Guard,198.12,83.91,USA,1992-04-26,6,20,411,20.9,7.2,3.2,3.0,1.2,0.4,8526316,"30 years, 0 months, 1 days"
1630589.0,Moses Wright,Mavericks,Forward,207.26,102.51,USA,1998-12-23,0,Undrafted,4,3.7,1.3,0.8,0.5,0.0,0.3,0,"23 years, 4 months, 3 days"
201152.0,Thaddeus Young,Raptors,Forward,207.26,106.59,USA,1988-06-21,14,12,1085,29.3,12.8,5.8,1.8,1.4,0.4,14190000,"33 years, 10 months, 7 days"
1629027.0,Trae Young,Hawks,Guard,185.93,74.39,USA,1998-09-19,3,5,280,33.6,25.3,3.9,9.1,0.9,0.2,8326471,"23 years, 7 months, 6 days"
1630209.0,Omer Yurtseven,Heat,Center,186.23,124.74,Turkey,1998-06-19,1,Undrafted,56,12.6,5.3,5.3,0.9,0.3,0.4,1489065,"23 years, 10 months, 7 days"
1627826.0,Ivica Zubac,Clippers,Center,213.36,108.86,Croatia,1997-03-18,5,32,360,19.0,8.3,6.5,1.1,0.3,0.8,7518518,"25 years, 1 months, 9 days"
